"Step","Grouped runs - collection/reward/mean_total_return_100","Grouped runs - collection/reward/mean_total_return_100__MIN","Grouped runs - collection/reward/mean_total_return_100__MAX"
"764000","-0.5300491012657584","-0.6426749566680519","-0.41742324586346513"
"766000","-0.5121548983626416","-0.6310920330541557","-0.3932177636711276"
"768000","-0.4938872283123783","-0.6180387172880001","-0.3697357393367565"
"770000","-0.47889428946044066","-0.5997576463440782","-0.358030932576803"
"772000","-0.46585775106184885","-0.5736239007333643","-0.35809160139033336"
"774000","-0.45705770618253155","-0.5560597893813974","-0.35805562298366567"
"776000","-0.4452024868779699","-0.5385804042438395","-0.35182456951210045"
"778000","-0.4425783327242243","-0.5391405775988823","-0.3460160878495662"
"780000","-0.4327380155978608","-0.5323837562868721","-0.3330922749088495"
"782000","-0.4058883402330684","-0.514994447066856","-0.29678223339928084"
"784000","-0.40573000628588485","-0.5144760009841411","-0.2969840115876286"
"786000","-0.39003925148484997","-0.4959191214488237","-0.2841593815208762"
"788000","-0.38016793943446825","-0.48149040827614953","-0.278845470592787"
"790000","-0.3774460937778349","-0.4821115888105123","-0.2727805987451575"
"792000","-0.3712868709626491","-0.4754857122720568","-0.2670880296532414"
"794000","-0.3650176164551522","-0.47505582861689616","-0.25497940429340815"
"796000","-0.35849882025708213","-0.4810330318668275","-0.2359646086473367"
"798000","-0.3490978128599818","-0.46797490445984297","-0.23022072126012064"
"800000","-0.3408097888666089","-0.4568252993570059","-0.22479427837621188"
"802000","-0.3191947145710583","-0.4328865648256033","-0.2055028643165133"
"804000","-0.30789673702296566","-0.4214589941324084","-0.19433447991352296"
"806000","-0.3045431490565534","-0.4205691250981181","-0.18851717301498866"
